DrugName,ActiveIngredient,PageNumber
Lykapiper,Meropenem,950
Lykaspetin,Imipenem và thuốc ức chế enzym,800
Lymezol,Omeprazol,1080
Lyoxatin 100,Oxaliplatin,1092
Lyoxatin 50,Oxaliplatin,1092
Lypime,Cefepim,348
Lyrasil,Tobramycin,1392
"Lyrasil 0,3%",Tobramycin,1392
Lyrica,Pregabalin,1176
Lyssavac N,Vắc xin dại,1431
Mabthera,Rituximab,1254
Macfec 7.5,Meloxicam,940
Maclevo 500,Levofloxacin,890
Maclevo-250,Levofloxacin,890
Macnexa 250,Acid tranexamic,139
Macnir,Eperison hydroclorid,592
Macorel,Nifedipin,1056
Macoxy-100,Cefpodoxim proxetil,363
Macoxy-200,Cefpodoxim proxetil,363
Macpower,Arginin,205
Macrebid,Cefixim,351
Macriate 20,Rabeprazol,1228
Macrocef,Cefixim,351
Macrolacin 250,Clarithromycin,404
Macrolacin 500,Clarithromycin,404
Macrolon 250,Clarithromycin,404
Macromax,Azithromycin,227
Macromax 500,Azithromycin,227
Macromax sachet,Azithromycin,227
Macsure DT 100,Azithromycin,227
Macsure-200,Azithromycin,227
Mactadom 200,Cefpodoxim proxetil,363
Mactadom DT 100,Cefpodoxim proxetil,363
Mactaxim 100 DT,Cefixim,351
Mactaxim 200,Cefixim,351
Mactidin,Ranitidin,1232
Maczith-250,Azithromycin,227
Madodipin 10,Amlodipin,187
Madodipin 5,Amlodipin,187
Madolora,Desloratadin,497
Madotevir 300,Tenofovir,1335
Maflam 15,Meloxicam,940
Mafucon,Miconazol,984
Mafuxacin,Cefuroxim,375
Magna,Glimepirid,731
Magnesi sulfate Kabi,Magnesi sulfat,928
Magnesium sulfate,Magnesi sulfat,928
Magrilan,Fluoxetin,684
Mahicep,Clarithromycin,404
Maiicaphami,Acid boric,123
Makrodex,Roxithromycin,1260
Malafree,Primaquin,1178
Malag-60,Fexofenadin hydroclorid,657
Mamagest 100,Progesteron,1192
"Maninil 3,5",Glibenclamid,727
Maninil 5,Glibenclamid,727
Mannitol,Manitol,931
Manpos,Cefpodoxim proxetil,363
Manzura-5,Olanzapin,1077
Marcaine Spinal,Bupivacain hydroclorid,276
Marcaine Spinal Heavy,Bupivacain hydroclorid,276
Marin Plus Granule,Lactobacillus acidophilus,874
Markaz 250,Azithromycin,227
Markime 100,Cefpodoxim proxetil,363
Markime 100 DT,Cefpodoxim proxetil,363
Markime 200,Cefpodoxim proxetil,363
Markime 50 DS,Cefpodoxim proxetil,363
Markoxib 100,Celecoxib,379
Markoxib 200,Celecoxib,379
Marksanscef,Ceftriaxon,371
Markvil 400,Ibuprofen,786
Martin dow Cefpodoxime,Cefpodoxim proxetil,363
Masena inj,Methylprednisolon,969
Masoro,Imipenem và thuốc ức chế enzym,800
Matoni,Methylprednisolon,969
Mawel,Fluoxetin,684
Maxapin,Cefepim,348
Maxazith,Azithromycin,227
Maxcefu,Cefuroxim,375
Maxcid 20,Rabeprazol,1228
Maxcino,Baclofen,235
Maxdotyl,Sulpirid,1314
Maxetil-250,Cefuroxim,375
Max-Fexim,Cefixim,351
Maxidex,Dexamethason,500
Maxinate 250,Cefuroxim,375
Maxipime,Cefepim,348
Maxipril-10,Enalapril,582
Maxipril-5,Enalapril,582
Maxlen-70,Alendronat natri,157
Maxnocin,Ranitidin,1232
Maxovan,Vancomycin,1455
Maxpan,Cefixim,351
Maxpan-200,Cefixim,351
Maxpan-400,Cefixim,351
Maxpenem,Meropenem,950
Maxsetron,Ondansetron,1082
Maxtecine,Epirubicin hydroclorid,597
Mayemac 10,Nifedipin,1056
Mbrinflam F.C.,Diclofenac,515
M-Cam,Meloxicam,940
"Measles virus vaccine, live",Vắc xin sởi,1438
quai bị,rubella,1444
Mebathon,Alendronat natri,157
Mebendazol 500,Mebendazol,933
Mebendazole,Mebendazol,933
Mebi Pamidol,Paracetamol,1118
Mebilax 15,Meloxicam,940
"Mebilax 7,5",Meloxicam,940
Mebipharavudin,Lamivudin,876
Mebixim,Cefixim,351
Mebixim-100,Cefixim,351
Mecam 15,Meloxicam,940
"Mecam 7,5",Meloxicam,940
Mecasel 15,Meloxicam,940
"Mecasel 7,5",Meloxicam,940
Mecefix-B.E,Cefixim,351
Mecefti,Cefaclor,329
Mecelxib 100,Celecoxib,379
Mecelxib 200,Celecoxib,379
Mecemuc,Acetylcystein,111
Meceta,Cefalexin,334
Meceta 250,Clarithromycin,404
Meceta 500,Clarithromycin,404
Mecfoc,Metformin,955
Mechomuk,Acetylcystein,111
Mecifexime,Cefixim,351
Mecitil,Flunarizin,678
Mectathepharm,Diosmectit,541
Medamben,Cefadroxil,332
Medamol,Paracetamol,1118
Medaxetine,Cefuroxim,375
Medaxone,Ceftriaxon,371
Medazolin,Ceftriaxon,371
Medbactin,Tinidazol,1383
Medbose 100,Acarbose,103
Medbose 50,Acarbose,103
Medcaflam,Diclofenac,515
Medcardil 10,Enalapril,582
Medcardil 5,Enalapril,582
Medex Cefpodoxime 100,Cefpodoxim proxetil,363
Medex Cefpodoxime 200,Cefpodoxim proxetil,363
Medexa,Methylprednisolon,969
Medflocin eye Drops,Levofloxacin,890
Medfurin,Cefazolin,343
Medi,Trypsin - Chymotrypsin,382
Medi Etfikol Eye,Natri clorid,1030
Mediacetam,Piracetam,1159
Medica Netilmicin,Netilmicin,1042
Medicef,Cefuroxim,375
Medicefa,Cefadroxil,332
Medicipro,Ciprofloxacin,394
Mediclary,Loratadin,923
Medicleye,Diclofenac,515
Markoxib 100,Celecoxib,379
Markoxib 200,Celecoxib,379
Marksanscef,Ceftriaxon,371
Markvil 400,Ibuprofen,786
Martin dow Cefpodoxime,Cefpodoxim proxetil,363
Masena inj,Methylprednisolon,969
Masoro,Imipenem và thuốc ức chế enzym,800
Matoni,Methylprednisolon,969
Mawel,Fluoxetin,684
Maxapin,Cefepim,348
Maxazith,Azithromycin,227
Maxcefu,Cefuroxim,375
Maxcid 20,Rabeprazol,1228
Maxcino,Baclofen,235
Maxdotyl,Sulpirid,1314
Maxetil-250,Cefuroxim,375
Max-Fexim,Cefixim,351
Maxidex,Dexamethason,500
Maxinate 250,Cefuroxim,375
Maxipime,Cefepim,348
Maxipril-10,Enalapril,582
Maxipril-5,Enalapril,582
Maxlen-70,Alendronat natri,157
Maxnocin,Ranitidin,1232
Maxovan,Vancomycin,1455
Maxpan,Cefixim,351
Maxpan-200,Cefixim,351
Maxpan-400,Cefixim,351
Maxpenem,Meropenem,950
Maxsetron,Ondansetron,1082
Maxtecine,Epirubicin hydroclorid,597
Mayemac 10,Nifedipin,1056
Mbrinflam F.C.,Diclofenac,515
M-Cam,Meloxicam,940
"Measles virus vaccine, live",Vắc xin sởi,1438
quai bị,rubella,1444
Mebathon,Alendronat natri,157
Mebendazol 500,Mebendazol,933
Mebendazole,Mebendazol,933
Mebi Pamidol,Paracetamol,1118
Mebilax 15,Meloxicam,940
"Mebilax 7,5",Meloxicam,940
Mebipharavudin,Lamivudin,876
Mebixim,Cefixim,351
Mebixim-100,Cefixim,351
Mecam 15,Meloxicam,940
"Mecam 7,5",Meloxicam,940
Mecasel 15,Meloxicam,940
"Mecasel 7,5",Meloxicam,940
Mecefix-B.E,Cefixim,351
Mecefti,Cefaclor,329
Mecelxib 100,Celecoxib,379
Mecelxib 200,Celecoxib,379
Mecemuc,Acetylcystein,111
Meceta,Cefalexin,334
Meceta 250,Clarithromycin,404
Meceta 500,Clarithromycin,404
Mecfoc,Metformin,955
Mechomuk,Acetylcystein,111
Mecifexime,Cefixim,351
Mecitil,Flunarizin,678
Mectathepharm,Diosmectit,541
Medamben,Cefadroxil,332
Medamol,Paracetamol,1118
Medaxetine,Cefuroxim,375
Medaxone,Ceftriaxon,371
Medazolin,Ceftriaxon,371
Medbactin,Tinidazol,1383
Medbose 100,Acarbose,103
Medbose 50,Acarbose,103
Medcaflam,Diclofenac,515
Medcardil 10,Enalapril,582
Medcardil 5,Enalapril,582
Medex Cefpodoxime 100,Cefpodoxim proxetil,363
Medex Cefpodoxime 200,Cefpodoxim proxetil,363
Medexa,Methylprednisolon,969
Medflocin eye Drops,Levofloxacin,890
Medfurin,Cefazolin,343
Medi,Trypsin - Chymotrypsin,382
Medi Etfikol Eye,Natri clorid,1030
Mediacetam,Piracetam,1159
Medica Netilmicin,Netilmicin,1042
Medicef,Cefuroxim,375
Medicefa,Cefadroxil,332
Medicipro,Ciprofloxacin,394
Mediclary,Loratadin,923
Medicleye,Diclofenac,515
Mediclion,Metronidazol,979
Mediclovir,Aciclovir,114
Medi-Free,Methylprednisolon,969
Medigyno,Metronidazol,979
Medilspas,Alverin citrat,172
Medimax-n,Xylometazolin,1488
Mediplex,Aciclovir,114
Medipraz 20,Rabeprazol,1228
Mediralgan,Paracetamol,1118
Medirel,Trimetazidin,1412
Mediriam,Mefloquin,936
Medisamin,Acid tranexamic,139
Medisolone,Methylprednisolon,969
Medisolu,Methylprednisolon,969
Meditazen,Trimetazidin,1412
Meditefast,Fexofenadin hydroclorid,657
Meditriam,Triamcinolon,1407
Meditrypsin,Chymotrypsin,382
Medixam,Cefpodoxim proxetil,363
Medixam DT 100,Cefpodoxim proxetil,363
Medixam DT 50,Cefpodoxim proxetil,363
Medliflox 200,Ofloxacin,1076
Medo 21,Chymotrypsin,382
Medo 42,Chymotrypsin,382
Medobisa,Bisacodyl,262
Medocef,Cefoperazon natri,354
Medocephine,Ceftriaxon,371
Medocetinax,Cetirizin hydroclorid,381
Medoclav,Amoxicilin và kali clavulanat,192
Medoclav Forte,Amoxicilin và kali clavulanat,192
Medoclor,Cefaclor,329
Medodermone,Clobetasol propionat,411
Medofadin,Famotidin,648
Medofalexin 250,Cefalexin,334
Medofalexin 500,Cefalexin,334
Medonor,Levonorgestrel,898
Medoome 40,Omeprazol,1080
Medoprazole,Omeprazol,1080
Medoride,Glimepirid,731
Medotam 400,Piracetam,1159
Medotaxime,Cefotaxim,357
HMG,CoA reductase,285
HMG,CoA reductase,285
Medox tab.,Meloxicam,940
Medoxicam,Meloxicam,940
Medozidim,Ceftazidim,368
Medozopen,Meropenem,950
Medphatobra 40,Tobramycin,1392
Medphatobra 80,Tobramycin,1392
Medrol,Methylprednisolon,969
Medsamic,Acid tranexamic,139
Medskin Acyclovir,Aciclovir,114
Medskin Acyclovir 400,Aciclovir,114
Medskin Acyclovir 800,Aciclovir,114
Medskin Clovir,Aciclovir,114
Medskin Mico,Miconazol,984
Medsolu,Methylprednisolon,969
Medtol,Cefpirom,361
Medxacin,Ciprofloxacin,394
Medxil 100,Cefpodoxim proxetil,363
Medxil 200,Cefpodoxim proxetil,363
Medxil 50,Cefpodoxim proxetil,363
Mefecid,Meropenem,950
Mefim,Metformin,955
Mefloquine,Mefloquin,936
Meflux,Metronidazol,979
Mefucef,Cefuroxim,375
Megadrox 250,Cefadroxil,332
Megadrox 250 sachet,Cefadroxil,332
Megaflazin,Carboplatin,325
Megamox,Moxifloxacin hydroclorid,1011
Megatif,Cefpodoxim proxetil,363
Megazith Soft,Azithromycin,227
Megestrol acetate,Megestrol acetat,938
Meghapod 200,Cefpodoxim proxetil,363
Megion,Ceftriaxon,371
Meglucon 1000,Metformin,955
Meglucon 500,Metformin,955
Meglucon 850,Metformin,955
Meglumine iodamide,Iodamid meglumin,827
Meiact,Cefditoren pivoxil,346
Meibic-7.5,Meloxicam,940
Meirara,Letrozol,885
Meko INH 150,Isoniazid,841
Mekoaryl,Glimepirid,731
Mekocefaclor,Cefaclor,329
Mekocefaclor 375,Cefaclor,329
Mekocefaclor 500,Cefaclor,329
Mekocefal,Cefadroxil,332
Mekocefal 250,Cefadroxil,332
Mekocetin,Betamethason,252
Mekociprox,Ciprofloxacin,394
Mekofenac,Diclofenac,515
Mekofloquin 250,Mefloquin,936
Mekoluxen,Diazepam,513
Mekomoxin,Amoxicilin,188
Mekomucosol,Acetylcystein,111
Mekoperin 4,Perindopril,1131
Mekoquinin,Quinin,1225
Mekorox 150,Roxithromycin,1260
Mekotropyl 400,Piracetam,1159
Mekotropyl 800,Piracetam,1159
Mekozetel,Albendazol,150
Mekozetel 400,Albendazol,150
Mekozincef,Ceftriaxon,371
Mekozitex 10,Cetirizin hydroclorid,381
Melamno,Meloxicam,940
Melanic,Meloxicam,940
Melcom,Meloxicam,940
Melevox,Levofloxacin,890
Melgez,Meloxicam,940
Melic,Meloxicam,940
Melic 15,Meloxicam,940
Meliformin 1000,Metformin,955
Mellhapo,Meloxicam,940
Melobic,Meloxicam,940
Melodet,Meloxicam,940
Meloflam,Meloxicam,940
Melo-fort 15,Meloxicam,940
Melo-fort 7.5,Meloxicam,940
Melogesic,Meloxicam,940
Melogesic 15,Meloxicam,940
"Melogesic 7,5",Meloxicam,940
"Melomax 7,5",Meloxicam,940
Melonex,15 - Meloxicam,940
Melonex-7.5,Meloxicam,940
Melorich,Meloxicam,940
Melosafe-7.5,Meloxicam,940
Melotam,Meloxicam,940
Melotil 2.5,Bisoprolol,264
Melotil 5,Bisoprolol,264
Melotop,Meloxicam,940
Melovard 7.5,Meloxicam,940
Melox,Boston 7.5 - Meloxicam,940
Meloxicam,HT - Meloxicam,940
Meloxicam 15,Meloxicam,940
Meloxicam SaVi 15,Meloxicam,940
"Meloxicam SaVi 7,5",Meloxicam,940
Meloxicam Stada,Meloxicam,940
Meloxicam Synmosa,Meloxicam,940
Meloxicam Winthrop,Meloxicam,940
Melstar-15,Meloxicam,940
Melstar-7.5,Meloxicam,940
Melximed,Meloxicam,940
Melyroxil 125-DT,Cefadroxil,332
Melyroxil 250 Rediuse,Cefadroxil,332
Melyroxil 250-DT,Cefadroxil,332
Melyroxil 500,Cefadroxil,332
Melyrozip 5,Olanzapin,1077
Melyrozip-10,Olanzapin,1077
Memoril,Piracetam,1159
Memotropil,Piracetam,1159
Menazin,Ofloxacin,1076
Menelat,Mirtazapin,993
Menida,Glimepirid,731
Menison,Methylprednisolon,969
Menison inj.,Methylprednisolon,969
Menston,Alopurinol,162
Menthom Keto,Ketoprofen,865
Mepantop,Pantoprazol,1115
Mepecef,Ceftriaxon,371
Mepedo Cap,Meloxicam,940
Meperidin hydroclorid,Pethidin hydroclorid,1133
Meperidine hydrochloride,Pethidin hydroclorid,1133
Mepheboston 250,Mephenesin,944
Mepheboston 500,Mephenesin,944
Mephenesin 500,Mephenesin,944
Mephespa,Mephenesin,944
Mephespa Forte,Mephenesin,944
Mepilori 20,Esomeprazol,619
Mepilori 40,Esomeprazol,619
Mepivacaine,Mepivacain,945
Mepivacaine-hamelm,Mepivacain,945
Mepodex 100,Cefpodoxim proxetil,363
Mepodex 200,Cefpodoxim proxetil,363
Meko INH 150,Isoniazid,841
Mekoaryl,Glimepirid,731
Mekocefaclor,Cefaclor,329
Mekocefaclor 375,Cefaclor,329
Mekocefaclor 500,Cefaclor,329
Mekocefal,Cefadroxil,332
Mekocefal 250,Cefadroxil,332
Mekocetin,Betamethason,252
Mekociprox,Ciprofloxacin,394
Mekofenac,Diclofenac,515
Mekofloquin 250,Mefloquin,936
Mekoluxen,Diazepam,513
Mekomoxin,Amoxicilin,188
Mekomucosol,Acetylcystein,111
Mekoperin 4,Perindopril,1131
Mekoquinin,Quinin,1225
Mekorox 150,Roxithromycin,1260
Mekotropyl 400,Piracetam,1159
Mekotropyl 800,Piracetam,1159
Mekozetel,Albendazol,150
Mekozetel 400,Albendazol,150
Mekozincef,Ceftriaxon,371
Mekozitex 10,Cetirizin hydroclorid,381
Melamno,Meloxicam,940
Melanic,Meloxicam,940
Melcom,Meloxicam,940
Melevox,Levofloxacin,890
Melgez,Meloxicam,940
Melic,Meloxicam,940
Melic 15,Meloxicam,940
Meliformin 1000,Metformin,955
Mellhapo,Meloxicam,940
Melobic,Meloxicam,940
Melodet,Meloxicam,940
Meloflam,Meloxicam,940
Melo-fort 15,Meloxicam,940
Melo-fort 7.5,Meloxicam,940
Melogesic,Meloxicam,940
Melogesic 15,Meloxicam,940
"Melogesic 7,5",Meloxicam,940
"Melomax 7,5",Meloxicam,940
Melonex,15 - Meloxicam,940
Melonex-7.5,Meloxicam,940
Melorich,Meloxicam,940
Melosafe-7.5,Meloxicam,940
Melotam,Meloxicam,940
Melotil 2.5,Bisoprolol,264
Melotil 5,Bisoprolol,264
Melotop,Meloxicam,940
Melovard 7.5,Meloxicam,940
Melox,Boston 7.5 - Meloxicam,940
Meloxicam,HT - Meloxicam,940
Meloxicam 15,Meloxicam,940
Meloxicam SaVi 15,Meloxicam,940
"Meloxicam SaVi 7,5",Meloxicam,940
Meloxicam Stada,Meloxicam,940
Meloxicam Synmosa,Meloxicam,940
Meloxicam Winthrop,Meloxicam,940
Melstar-15,Meloxicam,940
Melstar-7.5,Meloxicam,940
Melximed,Meloxicam,940
Melyroxil 125-DT,Cefadroxil,332
Melyroxil 250 Rediuse,Cefadroxil,332
Melyroxil 250-DT,Cefadroxil,332
Melyroxil 500,Cefadroxil,332
Melyrozip 5,Olanzapin,1077
Melyrozip-10,Olanzapin,1077
Memoril,Piracetam,1159
Memotropil,Piracetam,1159
Menazin,Ofloxacin,1076
Menelat,Mirtazapin,993
Menida,Glimepirid,731
Menison,Methylprednisolon,969
Menison inj.,Methylprednisolon,969
Menston,Alopurinol,162
Menthom Keto,Ketoprofen,865
Mepantop,Pantoprazol,1115
Mepecef,Ceftriaxon,371
Mepedo Cap,Meloxicam,940
Meperidin hydroclorid,Pethidin hydroclorid,1133
Meperidine hydrochloride,Pethidin hydroclorid,1133
Mepheboston 250,Mephenesin,944
Mepheboston 500,Mephenesin,944
Mephenesin 500,Mephenesin,944
Mephespa,Mephenesin,944
Mephespa Forte,Mephenesin,944
Mepilori 20,Esomeprazol,619
Mepilori 40,Esomeprazol,619
Mepivacaine,Mepivacain,945
Mepivacaine-hamelm,Mepivacain,945
Mepodex 100,Cefpodoxim proxetil,363
Mepodex 200,Cefpodoxim proxetil,363
Mepodex 50,Cefpodoxim proxetil,363
Meprafort,Omeprazol,1080
Mepred 4,Methylprednisolon,969
Mepred-16,Methylprednisolon,969
Mepreson,Methylprednisolon,969
Meprostat,Clopidogrel,425
Merabe-10,Rabeprazol,1228
Merabe-20,Rabeprazol,1228
Merausin,Ceftriaxon,371
Mercaptopurine,Mercaptopurin,947
Meremed,Meropenem,950
Mericle Tab,Glimepirid,731
Merifast-10,Rabeprazol,1228
Merifast-20,Rabeprazol,1228
Meritaxi,Cefotaxim,357
Merixil,Cefadroxil,332
Merixil cap,Cefadroxil,332
Merixone,Ceftriaxon,371
Merocam,Meloxicam,940
Merocam inj.,Meloxicam,940
Merofar,Meropenem,950
Merofar 500,Meropenem,950
Merofen 0.5,Meropenem,950
Merofen 1,Meropenem,950
Meromarksans,Meropenem,950
Meromir,Meropenem,950
Meronem,Meropenem,950
Meropenem 1000 Glomed,Meropenem,950
Meropenem for Injection,Meropenem,950
Meropenem for Injection USP,Meropenem,950
Meropenem GSK,Meropenem,950
Meroprem,Meropenem,950
Meroprem 500,Meropenem,950
Merosun,Meropenem,950
Merosun 500,Meropenem,950
Meroxil 250,Cefadroxil,332
Meroxil 500,Cefadroxil,332
Merpein inj.,Meropenem,950
Merusil,Econazol,577
Mesalamin,Mesalazin,952
Mesalamine,Mesalazin,952
Mesalazine,Mesalazin,952
Meseptic,Metronidazol,979
Meshanon,Pyridostigmin bromid,1216
Messi,10 - Alendronat natri,157
Messi-70,Alendronat natri,157
Mestinon S.C.,Pyridostigmin bromid,1216
Mesulpine Tab.,Rabeprazol,1228
Mesulpine Tab.,Rabeprazol,1228
Metacort,Betamethason,252
Metacxim Inj,Cefotaxim,357
Metalam,Diclofenac,515
Metaproterenol sulfat,Orciprenalin sulfat,1084
Metaproterenol sulfate,Orciprenalin sulfat,1084
Metasin,Betamethason,252
Metasone,Betamethason,252
Metazecdine,Trimetazidin,1412
Metazon,Dexamethason,500
Metazrel,Trimetazidin,1412
Metazydyna,Trimetazidin,1412
Metfamin 850,Metformin,955
Metfamin 1000,Metformin,955
Metformax 500,Metformin,955
Metformax 850,Metformin,955
Metformin 1A,Metformin,955
Metformin 500,Metformin,955
Metformin 850,Metformin,955
Metformin BOSTON 500,Metformin,955
Metformin BOSTON 850,Metformin,955
Metformin Denk 500,Metformin,955
Metformin Denk 850,Metformin,955
Metformin Hydrochloride Tablets BP,Metformin,955
Metformin SaVi 1000,Metformin,955
Metformin Savi 500,Metformin,955
Metformin SaVi 850,Metformin,955
Metformin Stada,Metformin,955
Metformin Tablet BP,Metformin,955
Metformin winthrop,Metformin,955
Metformin-AQP,Metformin,955
Methadone hydrochloride,Methadon hydroclorid,957
Methionin Boston,Methionin,962
Methionine,Methionin,962
Methorfar,Dextromethorphan,508
Methorfar 15,Dextromethorphan,508
Methotrexat “Ebewe”,Methotrexat,962
Methotrexate,Methotrexat,962
Methotrimeprazin,Levomepromazin,893
Methyldopate hydrochloride,Methyldopa,967
Methylene blue,Xanh methylen,1487
Methylnol,Methylprednisolon,969
Methylpred,Methylprednisolon,969
Methylprednisolon 16,Methylprednisolon,969
MethylPrednisolon 4,Methylprednisolon,969
Methylprednisolon-BVP,Methylprednisolon,969
Methylprednisolone,Methylprednisolon,969
Methylprednisolone MKP,Methylprednisolon,969
Methylprednisolone-Teva,Methylprednisolon,969
Methylrosanilin clorid,Tím gentian,1381
Methylrosaniline chloride,Tím gentian,1381
Methylsolon,Methylprednisolon,969
Methyltestosterone,Methyltestosteron,971
Methylthioninium chlorid,Xanh methylen,1487
Metid,Alpha tocopherol,165
Metilone,Methylprednisolon,969
Metinim 500,Metformin,955
Metinim 850,Metformin,955
Metiny,Cefixim,351
Metiny Powder,Cefixim,351
Metipred,Methylprednisolon,969
Metizol,Thiamazol,1361
Metkem 500,Metformin,955
Metmen,Metformin,955
Metmin-500,Metformin,955
Metoblock,Metoprolol,976
Metobra,Tobramycin,1392
Metoclopramide,Metoclopramid,973
Metof,Metoclopramid,973
Metohexal 100,Metoprolol,976
Metomin-500,Metformin,955
Metomol,Flunarizin,678
Metonid,Metronidazol,979
Metophage 850,Metformin,955
Metravilon,Methylprednisolon,969
Metrex,Methotrexat,962
Metrifonate,Metrifonat,979
Metrima,Clotrimazol,452
Metrima 500,Clotrimazol,452
Metrima100,Clotrimazol,452
Metrix,Glimepirid,731
Metrogyl Gel,Metronidazol,979
Metrogyl-250,Metronidazol,979
Metronidazol 250,Metronidazol,979
Metronidazol Stada,Metronidazol,979
Metronidazole,Metronidazol,979
Metronidazole-AKOS,Metronidazol,979
Metronidazole Injection USP,Metronidazol,979
Metronidazole Rivero 500,Metronidazol,979
Metronidazole Stada,Metronidazol,979
Metronidazole Tablets BP,Metronidazol,979
MetronidazolSPM,Metronidazol,979
Metrozol,Metronidazol,979
Metyldron,Methylprednisolon,969
Metylmed-16,Methylprednisolon,969
Metylmed-4,Methylprednisolon,969
MetylPredni-16,Methylprednisolon,969
MetylPredni-8,Methylprednisolon,969
Metysol Inj,Methylprednisolon,969
Metzolife,Metronidazol,979
Mevolren,Diclofenac,515
Mevudine,Lamivudin,876
Mexalon Nasal,Oxymetazolin hydroclorid,1101
Mexcold 100,Paracetamol,1118
Mexcold 150,Paracetamol,1118
Mexcold 200,Paracetamol,1118
Mexcold 325,Paracetamol,1118
Mexcold 500,Paracetamol,1118
Mexcold 80,Paracetamol,1118
Mexicam,Meloxicam,940
Mexid 625,Amoxicilin và kali clavulanat,192
Mexif,Meloxicam,940
Mexiletine hydrochloride,Mexiletin hydroclorid,983
MexopemGP,Meropenem,950
Mextil 500,Cefuroxim,375
Mextil-250,Cefuroxim,375
Methyldopate hydrochloride,Methyldopa,967
Methylene blue,Xanh methylen,1487
Methylnol,Methylprednisolon,969
Methylpred,Methylprednisolon,969
Methylprednisolon 16,Methylprednisolon,969
MethylPrednisolon 4,Methylprednisolon,969
Methylprednisolon-BVP,Methylprednisolon,969
Methylprednisolone,Methylprednisolon,969
Methylprednisolone MKP,Methylprednisolon,969
Methylprednisolone-Teva,Methylprednisolon,969
Methylrosanilin clorid,Tím gentian,1381
Methylrosaniline chloride,Tím gentian,1381
Methylsolon,Methylprednisolon,969
Methyltestosterone,Methyltestosteron,971
Methylthioninium chlorid,Xanh methylen,1487
Metid,Alpha tocopherol,165
Metilone,Methylprednisolon,969
Metinim 500,Metformin,955
Metinim 850,Metformin,955
Metiny,Cefixim,351
Metiny Powder,Cefixim,351
Metipred,Methylprednisolon,969
Metizol,Thiamazol,1361
Metkem 500,Metformin,955
Metmen,Metformin,955
Metmin-500,Metformin,955
Metoblock,Metoprolol,976
Metobra,Tobramycin,1392
Metoclopramide,Metoclopramid,973
Metof,Metoclopramid,973
Metohexal 100,Metoprolol,976
Metomin-500,Metformin,955
Metomol,Flunarizin,678
Metonid,Metronidazol,979
Metophage 850,Metformin,955
Metravilon,Methylprednisolon,969
Metrex,Methotrexat,962
Metrifonate,Metrifonat,979
Metrima,Clotrimazol,452
Metrima 500,Clotrimazol,452
Metrima100,Clotrimazol,452
Metrix,Glimepirid,731
Metrogyl Gel,Metronidazol,979
Metrogyl-250,Metronidazol,979
Metronidazol 250,Metronidazol,979
Metronidazol Stada,Metronidazol,979
Metronidazole,Metronidazol,979
Metronidazole-AKOS,Metronidazol,979
Metronidazole Injection USP,Metronidazol,979
Metronidazole Rivero 500,Metronidazol,979
Metronidazole Stada,Metronidazol,979
Metronidazole Tablets BP,Metronidazol,979
MetronidazolSPM,Metronidazol,979
Metrozol,Metronidazol,979
Metyldron,Methylprednisolon,969
Metylmed-16,Methylprednisolon,969
Metylmed-4,Methylprednisolon,969
MetylPredni-16,Methylprednisolon,969
MetylPredni-8,Methylprednisolon,969
Metysol Inj,Methylprednisolon,969
Metzolife,Metronidazol,979
Mevolren,Diclofenac,515
Mevudine,Lamivudin,876
Mexalon Nasal,Oxymetazolin hydroclorid,1101
Mexcold 100,Paracetamol,1118
Mexcold 150,Paracetamol,1118
Mexcold 200,Paracetamol,1118
Mexcold 325,Paracetamol,1118
Mexcold 500,Paracetamol,1118
Mexcold 80,Paracetamol,1118
Mexicam,Meloxicam,940
Mexid 625,Amoxicilin và kali clavulanat,192
Mexif,Meloxicam,940
Mexiletine hydrochloride,Mexiletin hydroclorid,983
MexopemGP,Meropenem,950
Mextil 500,Cefuroxim,375
Mextil-250,Cefuroxim,375
Meyer Omeprazole,Omeprazol,1080
Meyeralene,Alimemazin,160
Meyeralgan,Paracetamol,1118
HMG,CoA Reductase,285
HMG,CoA reductase,285
Meyerazol,Omeprazol,1080
Meyerbroxol,Ambroxol,175
Meyerceti,Cetirizin hydroclorid,381
Meyercipro,Ciprofloxacin,394
Meyerclari,Clarithromycin,404
Meyerclari 500,Clarithromycin,404
Meyerdecontyl,Mephenesin,944
Meyerdex,Dexamethason,500
Meyerdipin 5,Amlodipin,187
Meyerdogtil,Sulpirid,1314
Meyerflam,Diclofenac,515
Meyergoric,Loperamid,918
Meyerhexin,Bromhexin hydroclorid,269
Meyerifa,Rifampicin,1245
Meyerlapril 5,Enalapril,582
Meyerlapril 10,Enalapril,582
Meyernife SR,Nifedipin,1056
Meyerpanzol,Pantoprazol,1115
Meyerpulgit,Atapulgit,218
Meyersucral,Sucralfat,1310
Meyertadin,Loratadin,923
Meyertidin,Cimetidin,389
HMG,CoA reductase,285
HMG,CoA reductase,285
Meyerverin,Glimepirid,731
Mezathion,Spironolacton,1301
Mezicef,Cefotaxim,357
