DrugName,ActiveIngredient,PageNumber,Category,Is_Prescription
Levoleo 500,Levofloxacin,890,Kháng sinh nhóm quinolon (phân nhóm fluoroquinolon),True
Levolon 500,Levofloxacin,890,Kháng sinh nhóm quinolon (phân nhóm fluoroquinolon),True
Levomepromazine,Levomepromazin,893,"Thuốc chống loạn thần, giảm đau không gây nghiện,",True
Levonia,Levonorgestrel,898,Thuốc tránh thai/thuốc tránh thai khẩn cấp loại,False
Levonia alpha,Levonorgestrel,898,Thuốc tránh thai/thuốc tránh thai khẩn cấp loại,False
Levonis-250,Levofloxacin,890,Kháng sinh nhóm quinolon (phân nhóm fluoroquinolon),True
Levonis-500,Levofloxacin,890,Kháng sinh nhóm quinolon (phân nhóm fluoroquinolon),True
Levonor,Noradrenalin,1065,Thuốc giống thần kinh giao cảm,True
Leninrazol 20,Esomeprazol,619,Thuốc ức chế bài tiết acid dạ dày thuộc nhóm ức chế,False
Leninrazol 40,Esomeprazol,619,Thuốc ức chế bài tiết acid dạ dày thuộc nhóm ức chế,False
Lenvoxae,Levofloxacin,890,Kháng sinh nhóm quinolon (phân nhóm fluoroquinolon),True
Lepigin 100,Clozapin,455,Thuốc an thần kinh không điển hình/thuốc chống loạn,True
Lepigin 25,Clozapin,455,Thuốc an thần kinh không điển hình/thuốc chống loạn,True
Leponex,Clozapin,455,Thuốc an thần kinh không điển hình/thuốc chống loạn,True
Lequinic,Levofloxacin,890,Kháng sinh nhóm quinolon (phân nhóm fluoroquinolon),True
Lercanidipine,Lercanidipin,884,Thuốc chẹn kênh calci,False
Lercanidipine meyer,Lercanidipin,884,Thuốc chẹn kênh calci,False
Lergitec tablet,Cetirizin hydroclorid,381,Kháng histamin; đối kháng thụ thể h,False
Lerivu,Cefotaxim,357,Kháng sinh cephalosporin thế hệ 3,True
Lerphat,Fexofenadin hydroclorid,657,"Kháng histamin thế hệ 2, đối kháng thụ thể h",False
Lessenol,Paracetamol,1118,Giảm đau; hạ sốt,False
Lessenol 325,Paracetamol,1118,Giảm đau; hạ sốt,False
Lesulpin,Sulpirid,1314,Thuốc chống loạn thần,True
Letram,Levetiracetam,887,Thuốc điều trị động kinh,False
Letristan 250,Levofloxacin,890,Kháng sinh nhóm quinolon (phân nhóm fluoroquinolon),True
Letristan 500,Levofloxacin,890,Kháng sinh nhóm quinolon (phân nhóm fluoroquinolon),True
Letrozole,Letrozol,885,Thuốc chẹn kênh calci,False
Letspo,Terbinafin hydroclorid,1340,"Thuốc chống nấm, dẫn chất allylamin",False
Leucostim,Filgrastim,659,Yếu tố kích thích tăng trưởng bạch cầu,False
Leukokine,Filgrastim,659,Yếu tố kích thích tăng trưởng bạch cầu,False
Levagim,Levofloxacin,890,Kháng sinh nhóm quinolon (phân nhóm fluoroquinolon),True
Levatam,Levetiracetam,887,Thuốc điều trị động kinh,False
Levazid,Gliclazid,729,"Thuốc chống đái tháo đường, dẫn chất sulfonylurê",True
Levecetam,Levetiracetam,887,Thuốc điều trị động kinh,False
Levepsy-250,Levetiracetam,887,Thuốc điều trị động kinh,False
Levepsy-500,Levetiracetam,887,Thuốc điều trị động kinh,False
Levetral,Levetiracetam,887,Thuốc điều trị động kinh,False
Levibact-250,Levofloxacin,890,Kháng sinh nhóm quinolon (phân nhóm fluoroquinolon),True
Levin Tablets 250,Levofloxacin,890,Kháng sinh nhóm quinolon (phân nhóm fluoroquinolon),True
Levin tablets 500,Levofloxacin,890,Kháng sinh nhóm quinolon (phân nhóm fluoroquinolon),True
Levioloxe,Levofloxacin,890,Kháng sinh nhóm quinolon (phân nhóm fluoroquinolon),True
Leviron,Piracetam,1159,Thuốc trị giun,False
Levisdon,Risperidon,1249,Thuốc chống loạn thần,True
Levobac,Levofloxacin,890,Kháng sinh nhóm quinolon (phân nhóm fluoroquinolon),True
Levobact,Levofloxacin,890,Kháng sinh nhóm quinolon (phân nhóm fluoroquinolon),True
Levocef 250,Levofloxacin,890,Kháng sinh nhóm quinolon (phân nhóm fluoroquinolon),True
Levocef 500,Levofloxacin,890,Kháng sinh nhóm quinolon (phân nhóm fluoroquinolon),True
HMG,CoA Reductase,285,"Chống co thắt, kháng muscarinic",False
Levocide 500,Levofloxacin,890,Kháng sinh nhóm quinolon (phân nhóm fluoroquinolon),True
Levocide-250,Levofloxacin,890,Kháng sinh nhóm quinolon (phân nhóm fluoroquinolon),True
Levocil,Levofloxacin,890,Kháng sinh nhóm quinolon (phân nhóm fluoroquinolon),True
Levocil IV,Levofloxacin,890,Kháng sinh nhóm quinolon (phân nhóm fluoroquinolon),True
Levoday 250,Levofloxacin,890,Kháng sinh nhóm quinolon (phân nhóm fluoroquinolon),True
Levoeye Eye drops,Levofloxacin,890,Kháng sinh nhóm quinolon (phân nhóm fluoroquinolon),True
Levof,Levofloxacin,890,Kháng sinh nhóm quinolon (phân nhóm fluoroquinolon),True
Levofast Inj.,Levofloxacin,890,Kháng sinh nhóm quinolon (phân nhóm fluoroquinolon),True
Levofexin,Levofloxacin,890,Kháng sinh nhóm quinolon (phân nhóm fluoroquinolon),True
Levoflex,Levofloxacin,890,Kháng sinh nhóm quinolon (phân nhóm fluoroquinolon),True
Levoflomarksans,Levofloxacin,890,Kháng sinh nhóm quinolon (phân nhóm fluoroquinolon),True
Levoflox 500,Levofloxacin,890,Kháng sinh nhóm quinolon (phân nhóm fluoroquinolon),True
Levofloxacin 250,Levofloxacin,890,Kháng sinh nhóm quinolon (phân nhóm fluoroquinolon),True
Levofloxacin 250 Glomed,Levofloxacin,890,Kháng sinh nhóm quinolon (phân nhóm fluoroquinolon),True
Levofloxacin 500,Levofloxacin,890,Kháng sinh nhóm quinolon (phân nhóm fluoroquinolon),True
Levofloxacin 500 Glomed,Levofloxacin,890,Kháng sinh nhóm quinolon (phân nhóm fluoroquinolon),True
Levofloxacin Stada,Levofloxacin,890,Kháng sinh nhóm quinolon (phân nhóm fluoroquinolon),True
Levofloxacina Basi,Levofloxacin,890,Kháng sinh nhóm quinolon (phân nhóm fluoroquinolon),True
Levofloxacina Farmoz,Levofloxacin,890,Kháng sinh nhóm quinolon (phân nhóm fluoroquinolon),True
Levofloxacino G.E.S.,Levofloxacin,890,Kháng sinh nhóm quinolon (phân nhóm fluoroquinolon),True
Levofresh Inj.,Levofloxacin,890,Kháng sinh nhóm quinolon (phân nhóm fluoroquinolon),True
Levojack-500,Levofloxacin,890,Kháng sinh nhóm quinolon (phân nhóm fluoroquinolon),True
Levoking,Levofloxacin,890,Kháng sinh nhóm quinolon (phân nhóm fluoroquinolon),True
Levoleo 250,Levofloxacin,890,Kháng sinh nhóm quinolon (phân nhóm fluoroquinolon),True
Levoleo 500,Levofloxacin,890,Kháng sinh nhóm quinolon (phân nhóm fluoroquinolon),True
Levolon 500,Levofloxacin,890,Kháng sinh nhóm quinolon (phân nhóm fluoroquinolon),True
Levomepromazine,Levomepromazin,893,"Thuốc chống loạn thần, giảm đau không gây nghiện,",True
Levonia,Levonorgestrel,898,Thuốc tránh thai/thuốc tránh thai khẩn cấp loại,False
Levonia alpha,Levonorgestrel,898,Thuốc tránh thai/thuốc tránh thai khẩn cấp loại,False
Levonis-250,Levofloxacin,890,Kháng sinh nhóm quinolon (phân nhóm fluoroquinolon),True
Levonis-500,Levofloxacin,890,Kháng sinh nhóm quinolon (phân nhóm fluoroquinolon),True
Levonor,Noradrenalin,1065,Thuốc giống thần kinh giao cảm,True
Levoquin,Levofloxacin,890,Kháng sinh nhóm quinolon (phân nhóm fluoroquinolon),True
Levoquin 250,Levofloxacin,890,Kháng sinh nhóm quinolon (phân nhóm fluoroquinolon),True
Levoquin 500,Levofloxacin,890,Kháng sinh nhóm quinolon (phân nhóm fluoroquinolon),True
Levostar 500,Levofloxacin,890,Kháng sinh nhóm quinolon (phân nhóm fluoroquinolon),True
Levosum,Levothyroxin,900,Hormon tuyến giáp,True
Levotamaxe,Levofloxacin,890,Kháng sinh nhóm quinolon (phân nhóm fluoroquinolon),True
Levothyrox,Levothyroxin,900,Hormon tuyến giáp,True
Levothyroxin 50,Levothyroxin,900,Hormon tuyến giáp,True
Levothyroxin 100,Levothyroxin,900,Hormon tuyến giáp,True
Levothyroxine,Levothyroxin,900,Hormon tuyến giáp,True
Levotop,Levofloxacin,890,Kháng sinh nhóm quinolon (phân nhóm fluoroquinolon),True
Levotop-250,Levofloxacin,890,Kháng sinh nhóm quinolon (phân nhóm fluoroquinolon),True
Levotop-500,Levofloxacin,890,Kháng sinh nhóm quinolon (phân nhóm fluoroquinolon),True
Levzal-500,Levofloxacin,890,Kháng sinh nhóm quinolon (phân nhóm fluoroquinolon),True
Lexibcure-250,Cefuroxim,375,Kháng sinh nhóm cephalosporin thế hệ 2,True
Lexibcure-500,Cefuroxim,375,Kháng sinh nhóm cephalosporin thế hệ 2,True
Lexicure,Cefpodoxim proxetil,363,Kháng sinh nhóm cephalosporin thế hệ 3,True
Lexicure 200,Cefpodoxim proxetil,363,Kháng sinh nhóm cephalosporin thế hệ 3,True
Leximarksans 250,Cefalexin,334,Kháng sinh nhóm cephalosporin thế hệ 1,True
Leximarksans 500,Cefalexin,334,Kháng sinh nhóm cephalosporin thế hệ 1,True
Lexin 250,Cefalexin,334,Kháng sinh nhóm cephalosporin thế hệ 1,True
Lexin 500,Cefalexin,334,Kháng sinh nhóm cephalosporin thế hệ 1,True
Lexinmingo 250,Cefalexin,334,Kháng sinh nhóm cephalosporin thế hệ 1,True
Lexinmingo 500,Cefalexin,334,Kháng sinh nhóm cephalosporin thế hệ 1,True
Lexyl-OD,Levofloxacin,890,Kháng sinh nhóm quinolon (phân nhóm fluoroquinolon),True
Lezovar,Lansoprazol,879,"Thuốc ức chế tiết acid dịch vị, thuốc ức chế bơm proton",False
Libefid,Arginin,205,"Thuốc chống ung thư, thuốc ức chế aromatase",True
Libradim,Ceftazidim,368,Kháng sinh nhóm cephalosporin thế hệ 3,True
Licotam,Imipenem và thuốc ức chế enzym,800,Kháng sinh nhóm beta-lactam,True
Lidenthyl 200,Fenofibrat,652,Thuốc hạ lipid máu (nhóm fibrat),False
Lidocain 40,Lidocain,903,"Thuốc tê, thuốc chống loạn nhịp nhóm 1b",True
Lidocain hydroclorid,Lidocain,903,"Thuốc tê, thuốc chống loạn nhịp nhóm 1b",True
Lidocain Kabi,Lidocain,903,"Thuốc tê, thuốc chống loạn nhịp nhóm 1b",True
Lidocaine,Lidocain,903,"Thuốc tê, thuốc chống loạn nhịp nhóm 1b",True
Lidocaine Hydrochloride,Lidocain,903,"Thuốc tê, thuốc chống loạn nhịp nhóm 1b",True
Lidoinject 40,Lidocain,903,"Thuốc tê, thuốc chống loạn nhịp nhóm 1b",True
Lifcin-500,Levofloxacin,890,Kháng sinh nhóm quinolon (phân nhóm fluoroquinolon),True
Lifecef 100 DT,Cefixim,351,Kháng sinh cephalosporin thế hệ 3,True
Lifecef 200 DT,Cefixim,351,Kháng sinh cephalosporin thế hệ 3,True
Lifedroxin Capsule,Cefadroxil,332,Kháng sinh nhóm cephalosporin thế hệ 1,True
Lifemore,Fenofibrat,652,Thuốc hạ lipid máu (nhóm fibrat),False
Lifenac,Diclofenac,515,Thuốc chống viêm không steroid,True
Lifezar,Losartan,927,Chất đối kháng thụ thể at,False
Lifibrat 200,Fenofibrat,652,Thuốc hạ lipid máu (nhóm fibrat),False
Lifibrat 300,Fenofibrat,652,Thuốc hạ lipid máu (nhóm fibrat),False
Likacin,Amikacin,176,Kháng sinh họ aminoglycosid,True
Lilonton,Piracetam,1159,Thuốc trị giun,False
Lilonton F.C.,Piracetam,1159,Thuốc trị giun,False
Limatex,100 - Lamivudin,876,Thuốc kháng retrovirus và virus,True
Limdopa,Dopamin,562,Thuốc kích thích thụ thể beta,False
Limhepa,Heparin,767,Chống đông máu,False
Limper 1,Glimepirid,731,"Thuốc chống đái tháo đường, dẫn chất sulfonylurê",True
Limper 2,Glimepirid,731,"Thuốc chống đái tháo đường, dẫn chất sulfonylurê",True
Limpet-2,Glimepirid,731,"Thuốc chống đái tháo đường, dẫn chất sulfonylurê",True
Lincar B,Lincomycin hydroclorid,905,Kháng sinh nhóm lincosamid,True
Lincincef,Lamivudin,876,Thuốc kháng retrovirus và virus,True
Lincodazin,Lincomycin hydroclorid,905,Kháng sinh nhóm lincosamid,True
Lincoharbin,Lincomycin hydroclorid,905,Kháng sinh nhóm lincosamid,True
Lincoinject 600,Lincomycin hydroclorid,905,Kháng sinh nhóm lincosamid,True
Lincolife,Lincomycin hydroclorid,905,Kháng sinh nhóm lincosamid,True
Lincomycin 500,Lincomycin hydroclorid,905,Kháng sinh nhóm lincosamid,True
Lincomycin capsules BP,Lincomycin hydroclorid,905,Kháng sinh nhóm lincosamid,True
Lincopi Inj,Lincomycin hydroclorid,905,Kháng sinh nhóm lincosamid,True
Lincostad 500,Lincomycin hydroclorid,905,Kháng sinh nhóm lincosamid,True
Lindacap,Clindamycin,407,Kháng sinh họ lincosamid,True
Lindane,Lindan,906,"Thuốc diệt ký sinh trùng, thuốc điều trị ngoài da,",False
Linmycine,Lincomycin hydroclorid,905,Kháng sinh nhóm lincosamid,True
Linmycine 500,Lincomycin hydroclorid,905,Kháng sinh nhóm lincosamid,True
Linorip,Lisinopril,910,Thuốc ức chế enzym chuyển angiotensin,False
Lionel,Arginin,205,"Thuốc chống ung thư, thuốc ức chế aromatase",True
Liothyronine,Liothyronin,908,Hormon tuyến giáp,True
Lipagim 160,Fenofibrat,652,Thuốc hạ lipid máu (nhóm fibrat),False
Lipagim 200,Fenofibrat,652,Thuốc hạ lipid máu (nhóm fibrat),False
Lipagim 300,Fenofibrat,652,Thuốc hạ lipid máu (nhóm fibrat),False
Lipanthyl,Fenofibrat,652,Thuốc hạ lipid máu (nhóm fibrat),False
Lipanthyl 200M,Fenofibrat,652,Thuốc hạ lipid máu (nhóm fibrat),False
Lipanthyl Supra,Fenofibrat,652,Thuốc hạ lipid máu (nhóm fibrat),False
Lipanthyl Supra NT,Fenofibrat,652,Thuốc hạ lipid máu (nhóm fibrat),False
Lipdin 100,Fenofibrat,652,Thuốc hạ lipid máu (nhóm fibrat),False
Lipdin 200,Fenofibrat,652,Thuốc hạ lipid máu (nhóm fibrat),False
Lipenthyl 100,Fenofibrat,652,Thuốc hạ lipid máu (nhóm fibrat),False
Lipewin,Losartan,927,Chất đối kháng thụ thể at,False
Lipewin 100,Losartan,927,Chất đối kháng thụ thể at,False
Lipicard,Fenofibrat,652,Thuốc hạ lipid máu (nhóm fibrat),False
Lipicard-160,Fenofibrat,652,Thuốc hạ lipid máu (nhóm fibrat),False
Lipidcare,Fenofibrat,652,Thuốc hạ lipid máu (nhóm fibrat),False
Lipidcare 100,Fenofibrat,652,Thuốc hạ lipid máu (nhóm fibrat),False
Lipiden Caps.,Gemfibrozil,718,Thuốc chống tăng lipid huyết,False
Lipirate,Fenofibrat,652,Thuốc hạ lipid máu (nhóm fibrat),False
Lipirate 160,Fenofibrat,652,Thuốc hạ lipid máu (nhóm fibrat),False
Lipirate 300,Fenofibrat,652,Thuốc hạ lipid máu (nhóm fibrat),False
Liplatin 100,Oxaliplatin,1092,"Thuốc chống ung thư, dẫn chất platin",True
Liplatin 50,Oxaliplatin,1092,"Thuốc chống ung thư, dẫn chất platin",True
Lipofor 600,Gemfibrozil,718,Thuốc chống tăng lipid huyết,False
Liprilex,Lisinopril,910,Thuốc ức chế enzym chuyển angiotensin,False
Liquid paraffin,Parafin lỏng,1121,"Nhuận tràng, thuốc bôi ngoài da",False
Lirnac,Perindopril,1131,Ức chế enzym chuyển đổi angiotensin,False
Lironem,Meropenem,950,"Kháng sinh nhóm carbapenem, họ beta-lactam",True
Lisace,Levofloxacin,890,Kháng sinh nhóm quinolon (phân nhóm fluoroquinolon),True
Lisanolona,Triamcinolon,1407,Glucocorticoid,True
Lisinopril 1A,Lisinopril,910,Thuốc ức chế enzym chuyển angiotensin,False
Lisinopril Antibiotice,Lisinopril,910,Thuốc ức chế enzym chuyển angiotensin,False
Lisinopril stada,Lisinopril,910,Thuốc ức chế enzym chuyển angiotensin,False
Lisoflox,Levofloxacin,890,Kháng sinh nhóm quinolon (phân nhóm fluoroquinolon),True
Lisopress,Lisinopril,910,Thuốc ức chế enzym chuyển angiotensin,False
Lisoril-5,Lisinopril,910,Thuốc ức chế enzym chuyển angiotensin,False
Listril 10,Lisinopril,910,Thuốc ức chế enzym chuyển angiotensin,False
Listril 5,Lisinopril,910,Thuốc ức chế enzym chuyển angiotensin,False
Litapitam Granules,Piracetam,1159,Thuốc trị giun,False
Lithium carbonate,Lithi carbonat,912,Thuốc điều chỉnh khí sắc,False
Lipanthyl Supra NT,Fenofibrat,652,Thuốc hạ lipid máu (nhóm fibrat),False
Lipdin 100,Fenofibrat,652,Thuốc hạ lipid máu (nhóm fibrat),False
Lipdin 200,Fenofibrat,652,Thuốc hạ lipid máu (nhóm fibrat),False
Lipenthyl 100,Fenofibrat,652,Thuốc hạ lipid máu (nhóm fibrat),False
Lipewin,Losartan,927,Chất đối kháng thụ thể at,False
Lipewin 100,Losartan,927,Chất đối kháng thụ thể at,False
Lipicard,Fenofibrat,652,Thuốc hạ lipid máu (nhóm fibrat),False
Lipicard-160,Fenofibrat,652,Thuốc hạ lipid máu (nhóm fibrat),False
Lipidcare,Fenofibrat,652,Thuốc hạ lipid máu (nhóm fibrat),False
Lipidcare 100,Fenofibrat,652,Thuốc hạ lipid máu (nhóm fibrat),False
Lipiden Caps.,Gemfibrozil,718,Thuốc chống tăng lipid huyết,False
Lipirate,Fenofibrat,652,Thuốc hạ lipid máu (nhóm fibrat),False
Lipirate 160,Fenofibrat,652,Thuốc hạ lipid máu (nhóm fibrat),False
Lipirate 300,Fenofibrat,652,Thuốc hạ lipid máu (nhóm fibrat),False
Liplatin 100,Oxaliplatin,1092,"Thuốc chống ung thư, dẫn chất platin",True
Liplatin 50,Oxaliplatin,1092,"Thuốc chống ung thư, dẫn chất platin",True
Lipofor 600,Gemfibrozil,718,Thuốc chống tăng lipid huyết,False
Liprilex,Lisinopril,910,Thuốc ức chế enzym chuyển angiotensin,False
Liquid paraffin,Parafin lỏng,1121,"Nhuận tràng, thuốc bôi ngoài da",False
Lirnac,Perindopril,1131,Ức chế enzym chuyển đổi angiotensin,False
Lironem,Meropenem,950,"Kháng sinh nhóm carbapenem, họ beta-lactam",True
Lisace,Levofloxacin,890,Kháng sinh nhóm quinolon (phân nhóm fluoroquinolon),True
Lisanolona,Triamcinolon,1407,Glucocorticoid,True
Lisinopril 1A,Lisinopril,910,Thuốc ức chế enzym chuyển angiotensin,False
Lisinopril Antibiotice,Lisinopril,910,Thuốc ức chế enzym chuyển angiotensin,False
Lisinopril stada,Lisinopril,910,Thuốc ức chế enzym chuyển angiotensin,False
Lisoflox,Levofloxacin,890,Kháng sinh nhóm quinolon (phân nhóm fluoroquinolon),True
Lisopress,Lisinopril,910,Thuốc ức chế enzym chuyển angiotensin,False
Lisoril-5,Lisinopril,910,Thuốc ức chế enzym chuyển angiotensin,False
Listril 10,Lisinopril,910,Thuốc ức chế enzym chuyển angiotensin,False
Listril 5,Lisinopril,910,Thuốc ức chế enzym chuyển angiotensin,False
Litapitam Granules,Piracetam,1159,Thuốc trị giun,False
Lithium carbonate,Lithi carbonat,912,Thuốc điều chỉnh khí sắc,False
Liveraid,Ribavirin,1240,Thuốc kháng virus,True
Liverese,Arginin,205,"Thuốc chống ung thư, thuốc ức chế aromatase",True
Livervudin,Lamivudin,876,Thuốc kháng retrovirus và virus,True
Livoluk,Lactulose,875,Vi khuẩn sinh acid lactic,False
Livoxee,Levofloxacin,890,Kháng sinh nhóm quinolon (phân nhóm fluoroquinolon),True
Livran-500,Levofloxacin,890,Kháng sinh nhóm quinolon (phân nhóm fluoroquinolon),True
Lobitzo,Levofloxacin,890,Kháng sinh nhóm quinolon (phân nhóm fluoroquinolon),True
Lobonxol,Ambroxol,175,Thuốc long đờm,False
Locacid,Tretinoin (thuốc bôi),1404,Retinoid dùng bôi trị trứng cá,False
Locimez 20,Omeprazol,1080,"Chống loét dạ dày, tá tràng; ức chế bơm proton",False
Locobile 100,Celecoxib,379,Thuốc chống viêm không steroid ức chế chọn lọc,True
Locobile 200,Celecoxib,379,Thuốc chống viêm không steroid ức chế chọn lọc,True
Lodimax,Amlodipin,187,"Chống đau thắt ngực, chống tăng huyết áp, chất đối",True
Lodipine-C,Amlodipin,187,"Chống đau thắt ngực, chống tăng huyết áp, chất đối",True
Lodium,Loperamid,918,Thuốc trị ỉa chảy,False
Lodnets 500,Levofloxacin,890,Kháng sinh nhóm quinolon (phân nhóm fluoroquinolon),True
Lodovax,Clopidogrel,425,Thuốc ức chế kết tập tiểu cầu,False
