DrugName,ActiveIngredient,PageNumber,Category,Is_Prescription
Levoleo 500,Levofloxacin,890,Kháng sinh nhóm quinolon (phân nhóm fluoroquinolon),False
Levolon 500,Levofloxacin,890,Kháng sinh nhóm quinolon (phân nhóm fluoroquinolon),False
Levomepromazine,Levomepromazin,893,"Thuốc chống loạn thần, giảm đau không gây nghiện,",False
Levonia,Levonorgestrel,898,Thuốc tránh thai/thuốc tránh thai khẩn cấp loại,False
Levonia alpha,Levonorgestrel,898,Thuốc tránh thai/thuốc tránh thai khẩn cấp loại,False
Levonis-250,Levofloxacin,890,Kháng sinh nhóm quinolon (phân nhóm fluoroquinolon),False
Levonis-500,Levofloxacin,890,Kháng sinh nhóm quinolon (phân nhóm fluoroquinolon),False
Levonor,Noradrenalin,1065,Thuốc giống thần kinh giao cảm,False
Leninrazol 20,Esomeprazol,619,Thuốc ức chế bài tiết acid dạ dày thuộc nhóm ức chế,False
Leninrazol 40,Esomeprazol,619,Thuốc ức chế bài tiết acid dạ dày thuộc nhóm ức chế,False
Lenvoxae,Levofloxacin,890,Kháng sinh nhóm quinolon (phân nhóm fluoroquinolon),False
Lepigin 100,Clozapin,455,Thuốc an thần kinh không điển hình/thuốc chống loạn,False
Lepigin 25,Clozapin,455,Thuốc an thần kinh không điển hình/thuốc chống loạn,False
Leponex,Clozapin,455,Thuốc an thần kinh không điển hình/thuốc chống loạn,False
Lequinic,Levofloxacin,890,Kháng sinh nhóm quinolon (phân nhóm fluoroquinolon),False
Lercanidipine,Lercanidipin,884,Thuốc chẹn kênh calci,False
Lercanidipine meyer,Lercanidipin,884,Thuốc chẹn kênh calci,False
Lergitec tablet,Cetirizin hydroclorid,381,Kháng histamin; đối kháng thụ thể h,False
Lerivu,Cefotaxim,357,Kháng sinh cephalosporin thế hệ 3,False
Lerphat,Fexofenadin hydroclorid,657,"Kháng histamin thế hệ 2, đối kháng thụ thể h",False
Lessenol,Paracetamol,1118,Giảm đau; hạ sốt,False
Lessenol 325,Paracetamol,1118,Giảm đau; hạ sốt,False
Lesulpin,Sulpirid,1314,Thuốc chống loạn thần,False
Letram,Levetiracetam,887,Thuốc điều trị động kinh,False
Letristan 250,Levofloxacin,890,Kháng sinh nhóm quinolon (phân nhóm fluoroquinolon),False
Letristan 500,Levofloxacin,890,Kháng sinh nhóm quinolon (phân nhóm fluoroquinolon),False
Letrozole,Letrozol,885,Thuốc chẹn kênh calci,False
Letspo,Terbinafin hydroclorid,1340,"Thuốc chống nấm, dẫn chất allylamin",False
Leucostim,Filgrastim,659,Yếu tố kích thích tăng trưởng bạch cầu,False
Leukokine,Filgrastim,659,Yếu tố kích thích tăng trưởng bạch cầu,False
Levagim,Levofloxacin,890,Kháng sinh nhóm quinolon (phân nhóm fluoroquinolon),False
Levatam,Levetiracetam,887,Thuốc điều trị động kinh,False
Levazid,Gliclazid,729,"Thuốc chống đái tháo đường, dẫn chất sulfonylurê",False
Levecetam,Levetiracetam,887,Thuốc điều trị động kinh,False
Levepsy-250,Levetiracetam,887,Thuốc điều trị động kinh,False
Levepsy-500,Levetiracetam,887,Thuốc điều trị động kinh,False
Levetral,Levetiracetam,887,Thuốc điều trị động kinh,False
Levibact-250,Levofloxacin,890,Kháng sinh nhóm quinolon (phân nhóm fluoroquinolon),False
Levin Tablets 250,Levofloxacin,890,Kháng sinh nhóm quinolon (phân nhóm fluoroquinolon),False
Levin tablets 500,Levofloxacin,890,Kháng sinh nhóm quinolon (phân nhóm fluoroquinolon),False
Levioloxe,Levofloxacin,890,Kháng sinh nhóm quinolon (phân nhóm fluoroquinolon),False
Leviron,Piracetam,1159,Thuốc trị giun,False
Levisdon,Risperidon,1249,Thuốc chống loạn thần,False
Levobac,Levofloxacin,890,Kháng sinh nhóm quinolon (phân nhóm fluoroquinolon),False
Levobact,Levofloxacin,890,Kháng sinh nhóm quinolon (phân nhóm fluoroquinolon),False
Levocef 250,Levofloxacin,890,Kháng sinh nhóm quinolon (phân nhóm fluoroquinolon),False
Levocef 500,Levofloxacin,890,Kháng sinh nhóm quinolon (phân nhóm fluoroquinolon),False
HMG,CoA Reductase,285,"Chống co thắt, kháng muscarinic",False
Levocide 500,Levofloxacin,890,Kháng sinh nhóm quinolon (phân nhóm fluoroquinolon),False
Levocide-250,Levofloxacin,890,Kháng sinh nhóm quinolon (phân nhóm fluoroquinolon),False
Levocil,Levofloxacin,890,Kháng sinh nhóm quinolon (phân nhóm fluoroquinolon),False
Levocil IV,Levofloxacin,890,Kháng sinh nhóm quinolon (phân nhóm fluoroquinolon),False
Levoday 250,Levofloxacin,890,Kháng sinh nhóm quinolon (phân nhóm fluoroquinolon),False
Levoeye Eye drops,Levofloxacin,890,Kháng sinh nhóm quinolon (phân nhóm fluoroquinolon),False
Levof,Levofloxacin,890,Kháng sinh nhóm quinolon (phân nhóm fluoroquinolon),False
Levofast Inj.,Levofloxacin,890,Kháng sinh nhóm quinolon (phân nhóm fluoroquinolon),False
Levofexin,Levofloxacin,890,Kháng sinh nhóm quinolon (phân nhóm fluoroquinolon),False
Levoflex,Levofloxacin,890,Kháng sinh nhóm quinolon (phân nhóm fluoroquinolon),False
Levoflomarksans,Levofloxacin,890,Kháng sinh nhóm quinolon (phân nhóm fluoroquinolon),False
Levoflox 500,Levofloxacin,890,Kháng sinh nhóm quinolon (phân nhóm fluoroquinolon),False
Levofloxacin 250,Levofloxacin,890,Kháng sinh nhóm quinolon (phân nhóm fluoroquinolon),False
Levofloxacin 250 Glomed,Levofloxacin,890,Kháng sinh nhóm quinolon (phân nhóm fluoroquinolon),False
Levofloxacin 500,Levofloxacin,890,Kháng sinh nhóm quinolon (phân nhóm fluoroquinolon),False
Levofloxacin 500 Glomed,Levofloxacin,890,Kháng sinh nhóm quinolon (phân nhóm fluoroquinolon),False
Levofloxacin Stada,Levofloxacin,890,Kháng sinh nhóm quinolon (phân nhóm fluoroquinolon),False
Levofloxacina Basi,Levofloxacin,890,Kháng sinh nhóm quinolon (phân nhóm fluoroquinolon),False
Levofloxacina Farmoz,Levofloxacin,890,Kháng sinh nhóm quinolon (phân nhóm fluoroquinolon),False
Levofloxacino G.E.S.,Levofloxacin,890,Kháng sinh nhóm quinolon (phân nhóm fluoroquinolon),False
Levofresh Inj.,Levofloxacin,890,Kháng sinh nhóm quinolon (phân nhóm fluoroquinolon),False
Levojack-500,Levofloxacin,890,Kháng sinh nhóm quinolon (phân nhóm fluoroquinolon),False
Levoking,Levofloxacin,890,Kháng sinh nhóm quinolon (phân nhóm fluoroquinolon),False
Levoleo 250,Levofloxacin,890,Kháng sinh nhóm quinolon (phân nhóm fluoroquinolon),False
Levoleo 500,Levofloxacin,890,Kháng sinh nhóm quinolon (phân nhóm fluoroquinolon),False
Levolon 500,Levofloxacin,890,Kháng sinh nhóm quinolon (phân nhóm fluoroquinolon),False
Levomepromazine,Levomepromazin,893,"Thuốc chống loạn thần, giảm đau không gây nghiện,",False
Levonia,Levonorgestrel,898,Thuốc tránh thai/thuốc tránh thai khẩn cấp loại,False
Levonia alpha,Levonorgestrel,898,Thuốc tránh thai/thuốc tránh thai khẩn cấp loại,False
Levonis-250,Levofloxacin,890,Kháng sinh nhóm quinolon (phân nhóm fluoroquinolon),False
Levonis-500,Levofloxacin,890,Kháng sinh nhóm quinolon (phân nhóm fluoroquinolon),False
Levonor,Noradrenalin,1065,Thuốc giống thần kinh giao cảm,False
Levoquin,Levofloxacin,890,Kháng sinh nhóm quinolon (phân nhóm fluoroquinolon),False
Levoquin 250,Levofloxacin,890,Kháng sinh nhóm quinolon (phân nhóm fluoroquinolon),False
Levoquin 500,Levofloxacin,890,Kháng sinh nhóm quinolon (phân nhóm fluoroquinolon),False
Levostar 500,Levofloxacin,890,Kháng sinh nhóm quinolon (phân nhóm fluoroquinolon),False
Levosum,Levothyroxin,900,Hormon tuyến giáp,False
Levotamaxe,Levofloxacin,890,Kháng sinh nhóm quinolon (phân nhóm fluoroquinolon),False
Levothyrox,Levothyroxin,900,Hormon tuyến giáp,False
Levothyroxin 50,Levothyroxin,900,Hormon tuyến giáp,False
Levothyroxin 100,Levothyroxin,900,Hormon tuyến giáp,False
Levothyroxine,Levothyroxin,900,Hormon tuyến giáp,False
Levotop,Levofloxacin,890,Kháng sinh nhóm quinolon (phân nhóm fluoroquinolon),False
Levotop-250,Levofloxacin,890,Kháng sinh nhóm quinolon (phân nhóm fluoroquinolon),False
Levotop-500,Levofloxacin,890,Kháng sinh nhóm quinolon (phân nhóm fluoroquinolon),False
Levzal-500,Levofloxacin,890,Kháng sinh nhóm quinolon (phân nhóm fluoroquinolon),False
Lexibcure-250,Cefuroxim,375,Kháng sinh nhóm cephalosporin thế hệ 2,False
Lexibcure-500,Cefuroxim,375,Kháng sinh nhóm cephalosporin thế hệ 2,False
Lexicure,Cefpodoxim proxetil,363,Kháng sinh nhóm cephalosporin thế hệ 3,False
Lexicure 200,Cefpodoxim proxetil,363,Kháng sinh nhóm cephalosporin thế hệ 3,False
Leximarksans 250,Cefalexin,334,Kháng sinh nhóm cephalosporin thế hệ 1,False
Leximarksans 500,Cefalexin,334,Kháng sinh nhóm cephalosporin thế hệ 1,False
Lexin 250,Cefalexin,334,Kháng sinh nhóm cephalosporin thế hệ 1,False
Lexin 500,Cefalexin,334,Kháng sinh nhóm cephalosporin thế hệ 1,False
Lexinmingo 250,Cefalexin,334,Kháng sinh nhóm cephalosporin thế hệ 1,False
Lexinmingo 500,Cefalexin,334,Kháng sinh nhóm cephalosporin thế hệ 1,False
Lexyl-OD,Levofloxacin,890,Kháng sinh nhóm quinolon (phân nhóm fluoroquinolon),False
Lezovar,Lansoprazol,879,"Thuốc ức chế tiết acid dịch vị, thuốc ức chế bơm proton",False
Libefid,Arginin,205,"Thuốc chống ung thư, thuốc ức chế aromatase",False
Libradim,Ceftazidim,368,Kháng sinh nhóm cephalosporin thế hệ 3,False
Licotam,Imipenem và thuốc ức chế enzym,800,Kháng sinh nhóm beta-lactam,False
Lidenthyl 200,Fenofibrat,652,Thuốc hạ lipid máu (nhóm fibrat),False
Lidocain 40,Lidocain,903,"Thuốc tê, thuốc chống loạn nhịp nhóm 1b",False
Lidocain hydroclorid,Lidocain,903,"Thuốc tê, thuốc chống loạn nhịp nhóm 1b",False
Lidocain Kabi,Lidocain,903,"Thuốc tê, thuốc chống loạn nhịp nhóm 1b",False
Lidocaine,Lidocain,903,"Thuốc tê, thuốc chống loạn nhịp nhóm 1b",False
Lidocaine Hydrochloride,Lidocain,903,"Thuốc tê, thuốc chống loạn nhịp nhóm 1b",False
Lidoinject 40,Lidocain,903,"Thuốc tê, thuốc chống loạn nhịp nhóm 1b",False
Lifcin-500,Levofloxacin,890,Kháng sinh nhóm quinolon (phân nhóm fluoroquinolon),False
Lifecef 100 DT,Cefixim,351,Kháng sinh cephalosporin thế hệ 3,False
Lifecef 200 DT,Cefixim,351,Kháng sinh cephalosporin thế hệ 3,False
Lifedroxin Capsule,Cefadroxil,332,Kháng sinh nhóm cephalosporin thế hệ 1,False
Lifemore,Fenofibrat,652,Thuốc hạ lipid máu (nhóm fibrat),False
Lifenac,Diclofenac,515,Thuốc chống viêm không steroid,False
Lifezar,Losartan,927,Chất đối kháng thụ thể at,False
Lifibrat 200,Fenofibrat,652,Thuốc hạ lipid máu (nhóm fibrat),False
Lifibrat 300,Fenofibrat,652,Thuốc hạ lipid máu (nhóm fibrat),False
Likacin,Amikacin,176,Kháng sinh họ aminoglycosid,False
Lilonton,Piracetam,1159,Thuốc trị giun,False
Lilonton F.C.,Piracetam,1159,Thuốc trị giun,False
Limatex,100 - Lamivudin,876,Thuốc kháng retrovirus và virus,False
Limdopa,Dopamin,562,Thuốc kích thích thụ thể beta,False
Limhepa,Heparin,767,Chống đông máu,False
Limper 1,Glimepirid,731,"Thuốc chống đái tháo đường, dẫn chất sulfonylurê",False
Limper 2,Glimepirid,731,"Thuốc chống đái tháo đường, dẫn chất sulfonylurê",False
Limpet-2,Glimepirid,731,"Thuốc chống đái tháo đường, dẫn chất sulfonylurê",False
Lincar B,Lincomycin hydroclorid,905,Kháng sinh nhóm lincosamid,False
Lincincef,Lamivudin,876,Thuốc kháng retrovirus và virus,False
Lincodazin,Lincomycin hydroclorid,905,Kháng sinh nhóm lincosamid,False
Lincoharbin,Lincomycin hydroclorid,905,Kháng sinh nhóm lincosamid,False
Lincoinject 600,Lincomycin hydroclorid,905,Kháng sinh nhóm lincosamid,False
Lincolife,Lincomycin hydroclorid,905,Kháng sinh nhóm lincosamid,False
Lincomycin 500,Lincomycin hydroclorid,905,Kháng sinh nhóm lincosamid,False
Lincomycin capsules BP,Lincomycin hydroclorid,905,Kháng sinh nhóm lincosamid,False
Lincopi Inj,Lincomycin hydroclorid,905,Kháng sinh nhóm lincosamid,False
Lincostad 500,Lincomycin hydroclorid,905,Kháng sinh nhóm lincosamid,False
Lindacap,Clindamycin,407,Kháng sinh họ lincosamid,False
Lindane,Lindan,906,"Thuốc diệt ký sinh trùng, thuốc điều trị ngoài da,",False
Linmycine,Lincomycin hydroclorid,905,Kháng sinh nhóm lincosamid,False
Linmycine 500,Lincomycin hydroclorid,905,Kháng sinh nhóm lincosamid,False
Linorip,Lisinopril,910,Thuốc ức chế enzym chuyển angiotensin,False
Lionel,Arginin,205,"Thuốc chống ung thư, thuốc ức chế aromatase",False
Liothyronine,Liothyronin,908,Hormon tuyến giáp,False
Lipagim 160,Fenofibrat,652,Thuốc hạ lipid máu (nhóm fibrat),False
Lipagim 200,Fenofibrat,652,Thuốc hạ lipid máu (nhóm fibrat),False
Lipagim 300,Fenofibrat,652,Thuốc hạ lipid máu (nhóm fibrat),False
Lipanthyl,Fenofibrat,652,Thuốc hạ lipid máu (nhóm fibrat),False
Lipanthyl 200M,Fenofibrat,652,Thuốc hạ lipid máu (nhóm fibrat),False
Lipanthyl Supra,Fenofibrat,652,Thuốc hạ lipid máu (nhóm fibrat),False
Lipanthyl Supra NT,Fenofibrat,652,Thuốc hạ lipid máu (nhóm fibrat),False
Lipdin 100,Fenofibrat,652,Thuốc hạ lipid máu (nhóm fibrat),False
Lipdin 200,Fenofibrat,652,Thuốc hạ lipid máu (nhóm fibrat),False
Lipenthyl 100,Fenofibrat,652,Thuốc hạ lipid máu (nhóm fibrat),False
Lipewin,Losartan,927,Chất đối kháng thụ thể at,False
Lipewin 100,Losartan,927,Chất đối kháng thụ thể at,False
Lipicard,Fenofibrat,652,Thuốc hạ lipid máu (nhóm fibrat),False
Lipicard-160,Fenofibrat,652,Thuốc hạ lipid máu (nhóm fibrat),False
Lipidcare,Fenofibrat,652,Thuốc hạ lipid máu (nhóm fibrat),False
Lipidcare 100,Fenofibrat,652,Thuốc hạ lipid máu (nhóm fibrat),False
Lipiden Caps.,Gemfibrozil,718,Thuốc chống tăng lipid huyết,False
Lipirate,Fenofibrat,652,Thuốc hạ lipid máu (nhóm fibrat),False
Lipirate 160,Fenofibrat,652,Thuốc hạ lipid máu (nhóm fibrat),False
Lipirate 300,Fenofibrat,652,Thuốc hạ lipid máu (nhóm fibrat),False
Liplatin 100,Oxaliplatin,1092,"Thuốc chống ung thư, dẫn chất platin",False
Liplatin 50,Oxaliplatin,1092,"Thuốc chống ung thư, dẫn chất platin",False
Lipofor 600,Gemfibrozil,718,Thuốc chống tăng lipid huyết,False
Liprilex,Lisinopril,910,Thuốc ức chế enzym chuyển angiotensin,False
Liquid paraffin,Parafin lỏng,1121,"Nhuận tràng, thuốc bôi ngoài da",False
Lirnac,Perindopril,1131,Ức chế enzym chuyển đổi angiotensin,False
Lironem,Meropenem,950,"Kháng sinh nhóm carbapenem, họ beta-lactam",False
Lisace,Levofloxacin,890,Kháng sinh nhóm quinolon (phân nhóm fluoroquinolon),False
Lisanolona,Triamcinolon,1407,Glucocorticoid,False
Lisinopril 1A,Lisinopril,910,Thuốc ức chế enzym chuyển angiotensin,False
Lisinopril Antibiotice,Lisinopril,910,Thuốc ức chế enzym chuyển angiotensin,False
Lisinopril stada,Lisinopril,910,Thuốc ức chế enzym chuyển angiotensin,False
Lisoflox,Levofloxacin,890,Kháng sinh nhóm quinolon (phân nhóm fluoroquinolon),False
Lisopress,Lisinopril,910,Thuốc ức chế enzym chuyển angiotensin,False
Lisoril-5,Lisinopril,910,Thuốc ức chế enzym chuyển angiotensin,False
Listril 10,Lisinopril,910,Thuốc ức chế enzym chuyển angiotensin,False
Listril 5,Lisinopril,910,Thuốc ức chế enzym chuyển angiotensin,False
Litapitam Granules,Piracetam,1159,Thuốc trị giun,False
Lithium carbonate,Lithi carbonat,912,Thuốc điều chỉnh khí sắc,False
Lipanthyl Supra NT,Fenofibrat,652,Thuốc hạ lipid máu (nhóm fibrat),False
Lipdin 100,Fenofibrat,652,Thuốc hạ lipid máu (nhóm fibrat),False
Lipdin 200,Fenofibrat,652,Thuốc hạ lipid máu (nhóm fibrat),False
Lipenthyl 100,Fenofibrat,652,Thuốc hạ lipid máu (nhóm fibrat),False
Lipewin,Losartan,927,Chất đối kháng thụ thể at,False
Lipewin 100,Losartan,927,Chất đối kháng thụ thể at,False
Lipicard,Fenofibrat,652,Thuốc hạ lipid máu (nhóm fibrat),False
Lipicard-160,Fenofibrat,652,Thuốc hạ lipid máu (nhóm fibrat),False
Lipidcare,Fenofibrat,652,Thuốc hạ lipid máu (nhóm fibrat),False
Lipidcare 100,Fenofibrat,652,Thuốc hạ lipid máu (nhóm fibrat),False
Lipiden Caps.,Gemfibrozil,718,Thuốc chống tăng lipid huyết,False
Lipirate,Fenofibrat,652,Thuốc hạ lipid máu (nhóm fibrat),False
Lipirate 160,Fenofibrat,652,Thuốc hạ lipid máu (nhóm fibrat),False
Lipirate 300,Fenofibrat,652,Thuốc hạ lipid máu (nhóm fibrat),False
Liplatin 100,Oxaliplatin,1092,"Thuốc chống ung thư, dẫn chất platin",False
Liplatin 50,Oxaliplatin,1092,"Thuốc chống ung thư, dẫn chất platin",False
Lipofor 600,Gemfibrozil,718,Thuốc chống tăng lipid huyết,False
Liprilex,Lisinopril,910,Thuốc ức chế enzym chuyển angiotensin,False
Liquid paraffin,Parafin lỏng,1121,"Nhuận tràng, thuốc bôi ngoài da",False
Lirnac,Perindopril,1131,Ức chế enzym chuyển đổi angiotensin,False
Lironem,Meropenem,950,"Kháng sinh nhóm carbapenem, họ beta-lactam",False
Lisace,Levofloxacin,890,Kháng sinh nhóm quinolon (phân nhóm fluoroquinolon),False
Lisanolona,Triamcinolon,1407,Glucocorticoid,False
Lisinopril 1A,Lisinopril,910,Thuốc ức chế enzym chuyển angiotensin,False
Lisinopril Antibiotice,Lisinopril,910,Thuốc ức chế enzym chuyển angiotensin,False
Lisinopril stada,Lisinopril,910,Thuốc ức chế enzym chuyển angiotensin,False
Lisoflox,Levofloxacin,890,Kháng sinh nhóm quinolon (phân nhóm fluoroquinolon),False
Lisopress,Lisinopril,910,Thuốc ức chế enzym chuyển angiotensin,False
Lisoril-5,Lisinopril,910,Thuốc ức chế enzym chuyển angiotensin,False
Listril 10,Lisinopril,910,Thuốc ức chế enzym chuyển angiotensin,False
Listril 5,Lisinopril,910,Thuốc ức chế enzym chuyển angiotensin,False
Litapitam Granules,Piracetam,1159,Thuốc trị giun,False
Lithium carbonate,Lithi carbonat,912,Thuốc điều chỉnh khí sắc,False
Liveraid,Ribavirin,1240,Thuốc kháng virus,False
Liverese,Arginin,205,"Thuốc chống ung thư, thuốc ức chế aromatase",False
Livervudin,Lamivudin,876,Thuốc kháng retrovirus và virus,False
Livoluk,Lactulose,875,Vi khuẩn sinh acid lactic,False
Livoxee,Levofloxacin,890,Kháng sinh nhóm quinolon (phân nhóm fluoroquinolon),False
Livran-500,Levofloxacin,890,Kháng sinh nhóm quinolon (phân nhóm fluoroquinolon),False
Lobitzo,Levofloxacin,890,Kháng sinh nhóm quinolon (phân nhóm fluoroquinolon),False
Lobonxol,Ambroxol,175,Thuốc long đờm,False
Locacid,Tretinoin (thuốc bôi),1404,Retinoid dùng bôi trị trứng cá,False
Locimez 20,Omeprazol,1080,"Chống loét dạ dày, tá tràng; ức chế bơm proton",False
Locobile 100,Celecoxib,379,Thuốc chống viêm không steroid ức chế chọn lọc,True
Locobile 200,Celecoxib,379,Thuốc chống viêm không steroid ức chế chọn lọc,True
Lodimax,Amlodipin,187,"Chống đau thắt ngực, chống tăng huyết áp, chất đối",False
